Age,Income,LoanAmount,CreditScore,EmploymentStatus,LoanTerm,PreviousDefaults,DebtToIncomeRatio,MaritalStatus,Education,Default
54,52735.84,20583.23,752.0,Self-Employed,36,0,0.49,Married,High School,0
45,56415.43,23333.8,704.0,Employed,24,1,0.09,Single,Masters,1
41,56319.72,22530.48,684.0,,48,0,0.36,Married,Bachelors,0
62,56915.74,4062.9,648.0,Employed,48,0,0.53,Single,High School,1
53,56730.17,17798.4,593.0,Self-Employed,48,2,0.41,Single,Masters,1
24,48012.82,19022.28,,Employed,24,0,0.43,Married,High School,0
41,59030.45,12021.45,599.0,Employed,24,0,0.63,Single,Bachelors,1
55,73911.78,28243.26,635.0,Employed,48,0,0.09,Married,Masters,1
31,44028.78,23974.86,605.0,Self-Employed,24,0,0.32,Divorced,Masters,0
22,60955.84,19825.98,640.0,Retired,36,2,0.18,Married,Bachelors,1
37,19605.58,23511.53,691.0,Unemployed,24,1,0.17,Single,PhD,0
46,91109.67,30481.23,715.0,Employed,36,0,0.51,Single,Bachelors,1
42,35142.25,26076.26,645.0,Employed,24,2,0.17,Single,Masters,1
60,53219.99,6397.5,692.0,Self-Employed,48,1,0.25,Married,Bachelors,0
25,43958.75,4073.41,690.0,Unemployed,12,3,0.6,Single,PhD,1
60,43739.87,4026.61,716.0,Employed,48,2,0.21,Married,Bachelors,0
55,61612.58,14741.76,693.0,Unemployed,24,2,0.57,Single,Bachelors,1
26,52822.93,22822.52,632.0,Employed,36,0,0.15,Single,Bachelors,0
24,98915.54,1000.0,569.0,Employed,36,3,0.56,Single,Bachelors,1
59,42397.83,14486.49,669.0,Employed,36,0,0.16,Single,Bachelors,0
56,74695.45,11164.06,,Unemployed,24,0,0.27,Single,Masters,0
61,43772.16,18604.83,624.0,Unemployed,60,0,0.21,Married,Masters,1
62,60540.43,30633.26,691.0,Unemployed,48,0,0.13,Single,Masters,1
44,85175.87,3411.27,550.0,Employed,36,0,0.29,Divorced,Bachelors,0
24,26980.67,16994.47,683.0,Employed,48,1,0.13,Single,Bachelors,0
41,47293.93,19424.32,746.0,Employed,12,0,0.49,Married,High School,0
45,70792.52,15746.98,691.0,Employed,48,0,0.47,Divorced,Masters,0
36,79554.53,18498.51,689.0,Employed,24,0,0.33,Married,High School,0
33,59608.54,12318.9,566.0,Self-Employed,36,0,0.24,Married,Bachelors,0
57,80188.4,1000.0,596.0,Employed,36,1,0.3,Divorced,PhD,0
29,48713.36,16122.88,698.0,Self-Employed,36,0,0.52,Married,High School,1
46,51017.43,18553.59,740.0,Self-Employed,24,0,0.18,Single,Masters,0
53,65665.49,12146.61,677.0,Self-Employed,24,3,0.12,Married,High School,0
25,59208.15,16831.97,635.0,Retired,24,1,0.36,Married,High School,1
23,58738.38,10540.62,659.0,Self-Employed,60,3,0.21,Married,Bachelors,1
64,67739.53,13353.12,653.0,Employed,24,1,0.09,Married,Bachelors,0
41,57254.04,16481.4,794.0,Employed,60,0,0.45,Single,Masters,0
52,29647.7,23189.68,739.0,Employed,24,0,0.47,Single,Bachelors,0
35,65040.59,6881.92,690.0,Employed,36,0,0.6,Married,Bachelors,0
30,70303.99,13011.77,614.0,Employed,36,0,0.36,Single,High School,0
21,44098.92,19047.72,617.0,,24,0,0.37,Single,Masters,0
40,45059.99,24437.8,673.0,Employed,24,0,0.25,Single,Bachelors,0
35,38091.96,14980.77,563.0,Employed,60,1,0.36,Married,Bachelors,1
60,51022.64,5958.37,,Employed,24,0,0.19,Married,High School,0
47,56875.62,4462.94,624.0,Self-Employed,60,1,0.08,Married,High School,1
22,29469.42,27241.56,619.0,Retired,12,0,0.75,Single,PhD,1
26,82757.98,19092.0,549.0,Employed,24,3,0.22,Single,High School,1
43,21325.75,21867.61,525.0,Unemployed,48,1,0.26,Married,Bachelors,1
27,57056.1,20004.06,677.0,Unemployed,36,0,0.26,Married,Bachelors,0
50,61236.79,19638.86,715.0,Employed,48,3,0.36,Single,Bachelors,1
30,31695.73,29039.46,455.0,,36,0,0.3,Single,Bachelors,1
23,87358.36,17062.02,648.0,Employed,48,1,0.39,Married,Masters,1
61,83432.3,24975.13,563.0,Employed,24,1,,Single,Masters,1
56,44673.4,11294.71,672.0,Employed,48,2,0.41,Single,Bachelors,1
63,76410.47,22612.4,658.0,Unemployed,36,1,0.23,Married,Bachelors,0
41,76717.16,12700.42,695.0,Self-Employed,60,0,0.58,Single,Bachelors,0
55,28259.91,21513.21,579.0,Employed,12,0,0.12,Single,High School,1
45,57152.45,1000.0,528.0,Employed,36,0,0.6,Single,High School,1
30,50523.56,19589.96,639.0,Employed,36,0,0.52,Married,Masters,0
48,52663.23,7097.01,756.0,Employed,12,0,0.31,Single,Bachelors,0
32,74899.47,11131.51,843.0,Self-Employed,36,0,0.4,Married,Masters,0
39,,10868.56,660.0,Self-Employed,24,0,0.19,Married,PhD,1
38,99195.4,8301.9,581.0,Employed,36,0,0.17,Single,Masters,0
49,92357.21,15685.5,590.0,Self-Employed,36,1,0.42,Single,Bachelors,0
53,47919.9,11606.11,623.0,Employed,24,2,0.27,Married,High School,1
36,49927.88,12067.94,652.0,Retired,24,0,0.29,Single,High School,1
29,81160.92,28632.84,685.0,Employed,24,0,0.46,Married,Bachelors,0
38,30305.78,26607.42,663.0,Unemployed,12,0,0.42,Single,Bachelors,1
32,46217.59,24524.39,573.0,Employed,24,0,0.47,Single,Bachelors,1
64,56065.93,21836.2,626.0,Retired,24,2,0.41,Married,High School,1
37,82778.38,31543.25,699.0,Employed,24,0,0.24,Single,Bachelors,1
24,70652.91,9917.1,598.0,Employed,36,1,0.43,Married,High School,1
24,65427.25,1501.25,542.0,Employed,60,0,0.02,Single,Masters,0
39,50119.78,4606.27,724.0,Employed,60,1,0.27,Single,Bachelors,1
50,42801.12,8577.4,576.0,Self-Employed,24,1,0.14,Married,High School,0
33,64900.94,22143.63,616.0,Unemployed,36,0,0.35,Married,Bachelors,1
29,88782.32,13523.8,574.0,Employed,36,1,0.07,Married,Bachelors,0
65,24216.97,10954.03,629.0,Self-Employed,12,0,0.21,Single,High School,1
41,64143.84,13306.66,630.0,Employed,24,2,0.26,Single,Bachelors,0
48,37569.8,29636.96,697.0,Retired,12,0,0.43,Single,Bachelors,1
22,43520.68,10137.0,728.0,Employed,12,0,0.36,Single,Bachelors,0
29,39754.7,7826.86,519.0,Employed,36,1,0.61,Married,Bachelors,1
31,27538.19,7603.49,652.0,Employed,36,0,0.36,Married,Masters,0
23,51514.13,7985.81,694.0,Self-Employed,24,0,0.37,Married,High School,0
49,72353.57,18544.02,604.0,Self-Employed,12,0,0.39,Divorced,Bachelors,0
41,87302.04,7722.53,762.0,Self-Employed,24,0,0.62,Single,Bachelors,0
62,77289.1,11898.4,587.0,Employed,24,1,0.39,Married,Bachelors,0
49,62733.13,19760.24,500.0,Self-Employed,12,1,0.36,Divorced,Bachelors,1
39,39073.55,16048.52,749.0,Employed,24,0,0.47,Single,Masters,0
52,42309.79,24493.88,442.0,Employed,60,0,0.31,Married,Masters,1
51,26295.34,27755.54,626.0,Employed,36,0,0.22,Married,Bachelors,1
41,65964.49,8016.31,611.0,Employed,24,0,0.03,Single,Bachelors,0
60,69817.07,16525.08,574.0,Unemployed,36,2,0.2,Divorced,Masters,1
26,60756.07,10058.87,541.0,Employed,48,0,0.3,Single,High School,0
55,52343.15,5087.58,577.0,Employed,60,0,0.51,Married,Bachelors,0
21,46382.52,8335.55,691.0,Self-Employed,60,0,0.27,Married,High School,0
25,87868.17,9173.82,671.0,Self-Employed,24,1,0.35,Married,High School,0
52,32936.22,12259.61,681.0,Employed,48,1,0.48,Married,High School,1
28,44965.15,11656.72,595.0,Employed,12,0,0.29,Single,Bachelors,0
61,50090.98,8721.9,684.0,Employed,24,1,0.27,Single,Bachelors,0
65,36589.73,15275.53,611.0,Employed,24,0,0.33,Married,High School,1
36,74454.05,12184.63,533.0,Employed,24,0,0.21,Married,Masters,1
62,57676.01,26196.76,721.0,Employed,60,2,0.32,Single,Masters,1
61,64130.93,1000.0,651.0,Retired,12,0,0.24,Married,Bachelors,0
56,32018.53,7586.41,704.0,Retired,12,1,0.13,Single,Bachelors,0
62,83701.09,14114.68,642.0,Employed,36,0,0.28,Divorced,High School,0
48,83331.76,18574.98,850.0,Self-Employed,36,2,0.29,Divorced,PhD,0
61,55382.89,11691.07,595.0,Unemployed,60,2,0.41,Married,Bachelors,1
64,50017.36,23810.58,623.0,Self-Employed,36,0,0.26,Single,High School,0
21,49153.04,17505.48,695.0,Employed,48,0,0.36,Married,Bachelors,1
29,62658.24,25178.83,540.0,Employed,36,3,0.45,Single,Bachelors,1
38,41140.48,9134.75,544.0,Employed,24,0,0.31,Divorced,Bachelors,1
47,43753.27,15348.12,656.0,Self-Employed,36,1,0.25,Single,Bachelors,1
23,53229.89,10988.78,665.0,Employed,48,0,0.2,Single,PhD,0
57,74200.14,21145.66,615.0,Employed,24,2,0.05,Single,PhD,1
46,44718.78,17673.41,637.0,,24,0,0.35,Married,High School,0
48,81928.8,25199.0,630.0,Employed,24,3,0.28,Single,Bachelors,1
41,47654.64,11735.19,627.0,Employed,48,1,0.46,Single,Bachelors,0
44,51465.7,16148.7,766.0,Unemployed,36,0,0.21,Single,Masters,0
39,,14748.49,667.0,Employed,24,1,0.55,Married,Bachelors,0
32,66741.81,24272.59,650.0,Employed,48,0,0.41,Single,Bachelors,1
50,39690.63,23188.25,551.0,Employed,24,0,0.36,Single,High School,1
51,76109.12,16635.11,720.0,Employed,36,0,0.41,Single,Bachelors,0
53,61860.85,11989.59,669.0,Employed,36,2,0.26,Single,High School,0
59,50410.41,21785.39,570.0,Self-Employed,24,0,0.38,Single,High School,0
34,43355.14,30101.5,625.0,Employed,48,0,0.06,Single,Bachelors,1
21,81577.73,18403.92,624.0,Self-Employed,24,0,0.3,Married,Masters,0
40,42364.15,8818.72,769.0,Self-Employed,36,0,0.35,Married,Bachelors,0
56,60884.69,12602.59,673.0,Unemployed,48,0,0.49,Single,Bachelors,0
48,59813.06,5773.2,702.0,Retired,24,0,0.25,Single,Masters,0
37,21948.3,12359.04,713.0,Retired,12,2,0.3,Married,Bachelors,0
52,38381.8,29043.81,434.0,Unemployed,36,0,0.51,Single,Bachelors,1
58,46841.9,4020.28,584.0,Unemployed,24,0,0.22,Married,High School,0
63,91240.97,14408.22,530.0,Unemployed,60,0,0.56,Single,Bachelors,1
45,34791.0,26815.48,606.0,Retired,24,0,0.24,Single,Masters,0
47,39590.49,14491.8,657.0,Employed,36,0,,Married,Masters,0
31,40990.51,11117.55,797.0,Employed,24,0,0.3,Single,Masters,1
26,,18318.92,642.0,Retired,24,1,0.23,Single,Bachelors,1
28,44674.08,5595.24,755.0,Unemployed,36,1,0.19,Divorced,High School,1
23,58327.05,8933.74,726.0,Employed,36,2,0.09,Married,High School,0
33,42910.78,8145.82,584.0,Employed,48,0,0.49,Single,High School,1
57,52255.54,15240.25,596.0,Employed,36,0,0.2,Single,High School,0
38,43067.78,21641.53,678.0,Employed,24,1,0.45,Single,High School,0
34,33941.5,14607.77,550.0,Employed,24,0,0.51,Single,Bachelors,1
64,44843.54,18969.59,611.0,Employed,12,0,0.38,Married,High School,0
21,74643.58,13274.66,678.0,Employed,24,0,0.13,Single,High School,0
65,15421.49,22642.4,642.0,Employed,48,0,0.48,Married,Bachelors,1
29,65241.7,16477.68,617.0,Employed,24,1,0.52,Single,Bachelors,1
28,62194.38,20563.22,,Employed,12,0,0.68,Married,Bachelors,1
61,29753.11,22203.19,625.0,Self-Employed,36,0,0.17,Married,Bachelors,1
36,62052.47,1000.0,661.0,Unemployed,48,1,0.41,Divorced,Bachelors,1
22,82024.01,16009.42,716.0,Employed,36,1,0.42,Divorced,Masters,0
25,64411.04,24602.09,655.0,Employed,36,1,0.24,Married,Bachelors,1
39,43252.77,30898.21,666.0,Retired,24,1,0.1,Married,Bachelors,1
46,75867.94,13047.36,612.0,Employed,12,0,0.41,Divorced,Bachelors,0
29,61791.41,11064.78,592.0,Employed,12,0,0.16,Single,Bachelors,0
42,36970.84,7384.65,678.0,Self-Employed,36,0,0.51,Divorced,High School,0
24,26735.96,12721.0,544.0,Self-Employed,48,0,0.02,Married,Bachelors,0
51,61569.3,17011.79,609.0,Unemployed,24,0,0.28,Divorced,High School,1
59,60447.44,1000.0,556.0,Retired,36,0,0.33,Married,High School,1
58,53731.02,2608.32,,Employed,36,0,0.42,Single,PhD,0
22,46302.64,15471.87,,Employed,48,0,0.16,Married,High School,1
50,43274.48,2845.23,629.0,Employed,60,2,0.53,Single,Masters,1
25,85810.75,5437.65,606.0,Self-Employed,60,0,0.12,Married,PhD,0
21,45688.81,12768.93,639.0,Employed,24,0,0.37,Single,High School,1
41,42956.69,12761.52,621.0,,36,0,0.1,Single,High School,0
23,45819.7,1000.0,569.0,Employed,36,0,0.33,Married,Masters,0
47,83107.2,15625.14,576.0,Employed,12,0,0.66,Single,Bachelors,1
58,91183.68,24831.84,617.0,Employed,24,0,0.26,Single,PhD,0
28,82909.01,30233.09,559.0,Self-Employed,36,3,0.32,Single,High School,1
52,54646.52,20701.7,684.0,Employed,36,0,0.38,Single,High School,0
36,49690.91,20884.98,612.0,Employed,24,0,0.33,Divorced,Masters,0
48,71529.7,6170.64,636.0,Retired,60,0,0.32,Single,Bachelors,0
56,58324.25,3912.1,534.0,Employed,24,3,0.53,Married,High School,0
43,72928.86,18487.8,784.0,Employed,24,0,0.6,Divorced,Bachelors,1
35,80987.76,27168.05,598.0,Employed,24,0,0.26,Single,Bachelors,0
32,45078.66,9981.49,727.0,Employed,36,0,0.42,Divorced,High School,1
61,82071.87,5139.81,610.0,Employed,48,0,0.48,Single,Bachelors,0
56,56591.32,19001.92,542.0,Unemployed,48,0,0.58,Single,High School,0
55,61874.84,13513.23,606.0,Self-Employed,36,1,0.5,Divorced,Bachelors,0
44,72091.97,7282.36,478.0,Employed,36,0,0.47,Married,Masters,1
22,32596.22,1000.0,780.0,Retired,60,0,0.35,Single,Bachelors,0
43,53270.92,9947.38,522.0,Retired,24,0,0.28,Single,High School,1
28,,2219.21,496.0,Employed,24,0,0.46,Married,Bachelors,1
53,30987.54,20698.58,687.0,Retired,48,2,0.14,Single,High School,1
58,47524.82,18113.27,742.0,Employed,24,1,0.27,Single,Bachelors,0
24,58537.38,10768.18,692.0,Employed,24,0,0.33,Single,Bachelors,0
45,,9783.29,686.0,Employed,36,0,0.43,Married,Bachelors,0
25,48502.61,6866.53,697.0,Employed,48,0,0.39,Single,High School,0
39,20988.27,15846.03,619.0,Employed,24,1,0.42,Married,Bachelors,1
49,68789.45,6107.36,732.0,Employed,36,0,0.33,Single,Bachelors,0
34,64659.75,19558.08,664.0,Retired,36,0,0.03,Single,Masters,1
59,72856.76,7496.6,570.0,Self-Employed,12,0,0.21,Married,Bachelors,0
38,62542.34,9302.23,616.0,Employed,24,0,0.55,Divorced,Bachelors,0
38,60205.04,10289.07,751.0,Employed,12,3,0.26,Divorced,Bachelors,1
55,63808.74,20854.97,676.0,Employed,60,0,0.18,Married,Masters,0
35,61005.92,15464.18,722.0,Employed,48,0,0.5,Divorced,Bachelors,0
29,54504.73,17646.81,593.0,Self-Employed,36,0,0.42,Single,Bachelors,0
45,26981.53,21201.24,699.0,Employed,48,1,0.57,Married,Bachelors,1
26,47806.55,14486.53,589.0,Employed,48,0,0.58,Married,High School,1
64,75587.57,29068.96,585.0,Employed,24,0,0.22,Married,High School,0
46,45066.55,12383.86,649.0,Retired,12,1,0.3,Married,High School,0
44,66172.1,18835.53,595.0,Unemployed,12,0,0.41,Married,Masters,1
26,85639.87,4958.92,583.0,Employed,24,2,0.31,Single,High School,1
28,,2219.21,496.0,Employed,24,0,0.46,Married,Bachelors,1
55,46740.08,16255.78,617.0,Retired,36,0,0.36,Married,High School,1
22,65942.14,13595.49,587.0,Employed,36,1,0.24,Single,Bachelors,1
28,60576.77,21059.96,598.0,Employed,12,1,0.37,Single,High School,1
31,65076.23,11102.38,657.0,Employed,36,0,0.11,Single,High School,1
59,51634.52,33560.33,562.0,Self-Employed,12,2,0.46,Divorced,High School,1
29,50160.0,19086.34,666.0,Employed,48,0,0.79,Divorced,Masters,1
63,53259.16,27258.94,640.0,Self-Employed,48,0,0.44,Single,Masters,1
42,60432.25,26732.33,605.0,Employed,36,1,0.3,Divorced,Masters,1
53,59028.18,9657.76,633.0,Self-Employed,36,0,0.14,Divorced,Bachelors,0
32,73891.95,23661.53,703.0,Employed,36,0,0.64,Married,Bachelors,0
23,37484.76,4156.42,739.0,Employed,36,2,0.42,Single,Bachelors,0
32,38827.58,23490.97,850.0,Employed,36,1,0.41,Single,Bachelors,1
44,49210.57,1000.0,534.0,Employed,24,0,0.22,Married,Bachelors,0
60,51148.2,13727.64,633.0,Employed,60,1,0.27,Married,PhD,1
37,57260.38,10177.43,670.0,Employed,36,1,0.29,Single,Masters,0
38,56160.54,23831.02,650.0,Employed,24,0,0.11,Single,Bachelors,1
65,73406.27,5765.1,776.0,Employed,36,1,0.44,Single,PhD,0
60,37029.06,20496.53,540.0,Employed,36,0,0.43,Single,High School,1
44,93938.59,25057.19,661.0,Employed,48,0,0.42,Divorced,Masters,0
35,23305.44,20319.42,646.0,Employed,48,0,0.44,Married,Bachelors,0
40,62920.26,22008.37,850.0,Retired,24,0,0.19,Married,Bachelors,0
25,66569.01,8403.89,646.0,Unemployed,36,1,0.55,Single,Bachelors,1
47,58048.49,20323.33,704.0,Unemployed,36,0,0.06,Divorced,Masters,0
36,71013.35,17949.87,592.0,Employed,24,2,0.02,Single,Masters,1
34,51936.68,10985.73,563.0,Unemployed,24,0,0.16,Married,PhD,0
27,65012.14,11775.39,773.0,Employed,36,0,0.41,Single,High School,0
35,52155.86,16578.34,599.0,Employed,36,0,0.71,Single,High School,0
59,102382.88,11386.72,760.0,Employed,24,0,0.38,Married,Bachelors,0
53,54306.85,16793.73,662.0,Self-Employed,48,1,0.02,Single,Bachelors,1
65,71701.12,13823.8,672.0,Self-Employed,24,0,0.36,Single,Bachelors,1
35,32479.96,4502.25,596.0,Self-Employed,24,0,0.46,Married,High School,0
49,45094.51,28879.49,542.0,Unemployed,48,0,0.4,Married,Masters,1
35,51158.03,27718.71,529.0,Unemployed,36,0,0.22,Single,Masters,1
32,51567.72,5705.73,606.0,Employed,36,0,0.2,Single,Bachelors,0
54,54561.62,11708.59,759.0,Self-Employed,24,0,0.52,Divorced,Masters,1
22,57196.18,8565.47,709.0,Self-Employed,48,2,0.53,Married,PhD,0
47,30172.25,1000.0,625.0,Employed,36,0,0.46,Single,Bachelors,1
36,43783.47,10613.85,598.0,Self-Employed,60,0,0.49,Divorced,High School,1
33,76978.61,19021.96,664.0,Employed,12,0,0.33,Single,Bachelors,0
35,29680.1,13364.23,730.0,Employed,12,0,0.17,Divorced,High School,0
54,63757.03,17063.81,784.0,Self-Employed,24,1,0.5,Married,High School,0
32,48831.62,17083.54,619.0,Employed,60,0,,Single,Bachelors,1
33,81595.54,10731.2,544.0,Employed,24,1,0.4,Married,High School,0
29,55469.64,19465.12,743.0,Employed,48,0,0.31,Married,High School,1
49,45191.46,18998.91,476.0,Employed,48,0,0.59,Married,Bachelors,1
34,68357.72,23847.2,653.0,Self-Employed,24,0,0.33,Single,Masters,0
64,88240.73,11002.16,672.0,Retired,36,0,0.31,Divorced,Bachelors,0
42,38427.88,24382.05,564.0,Employed,36,1,0.29,Single,High School,1
34,62441.83,10005.24,611.0,Employed,36,0,0.15,Married,PhD,0
48,67568.02,19452.42,499.0,Employed,24,0,0.25,Single,Masters,1
26,71817.76,27724.66,581.0,Employed,12,0,0.19,Married,Masters,1
59,18313.76,7033.48,655.0,Employed,24,0,0.25,Divorced,Bachelors,0
45,51636.31,14065.87,611.0,Employed,48,2,0.21,Single,High School,1
54,44097.13,23215.89,646.0,Retired,60,1,0.48,Single,High School,0
43,25212.58,23572.35,618.0,Self-Employed,12,0,0.27,Married,Bachelors,1
65,56382.79,16618.63,657.0,Unemployed,60,0,0.46,Married,Masters,0
40,69010.5,24445.13,696.0,Unemployed,24,0,0.38,Single,Bachelors,0
62,61337.0,21219.26,751.0,Employed,24,0,0.26,Married,Bachelors,0
26,23306.27,31423.78,769.0,Employed,36,0,0.12,Married,High School,0
59,50550.81,15576.29,745.0,,48,3,0.35,Married,Bachelors,0
30,56003.05,11455.65,655.0,Employed,60,0,0.3,Divorced,Masters,0
40,61256.47,25731.81,715.0,Employed,36,0,0.39,Divorced,Bachelors,0
31,44550.58,16402.29,720.0,Employed,24,0,0.48,Single,High School,0
21,61994.41,26348.25,789.0,Employed,36,0,,Married,High School,0
34,57707.54,18111.83,709.0,Employed,36,0,0.54,Single,High School,0
46,44939.41,14070.17,448.0,Employed,24,0,0.02,Married,High School,1
62,55835.86,21004.63,686.0,Employed,60,0,0.35,Married,High School,0
58,51884.71,18458.1,632.0,Employed,48,0,0.42,Single,Bachelors,0
43,53547.1,25235.72,644.0,Employed,36,0,0.46,Single,Masters,1
64,65255.81,24084.96,734.0,Employed,48,0,0.54,Single,Bachelors,0
53,41936.61,12627.14,669.0,Employed,36,0,0.32,Single,Bachelors,0
60,66618.72,11399.9,,Employed,36,0,0.64,Divorced,High School,1
39,49947.85,8980.52,817.0,Employed,24,0,0.38,Divorced,High School,0
48,47125.75,26090.8,705.0,Employed,12,2,0.5,Married,High School,1
46,44875.6,9027.37,786.0,Employed,36,0,0.27,Married,Bachelors,0
32,67621.11,12858.87,533.0,Self-Employed,12,1,0.19,Divorced,Bachelors,1
46,75677.78,14252.91,681.0,Employed,24,0,0.23,Married,PhD,0
55,19032.39,19668.35,564.0,Employed,36,2,0.55,Married,High School,1
22,63879.72,16560.2,639.0,Employed,48,1,0.42,Married,Masters,0
47,63506.75,10752.23,521.0,Employed,12,2,0.22,Divorced,High School,1
